damageDealtToTurrets,neutralMinionsKilledTeamJungle,quadraKills,magicalDamageTaken,season,firstTowerKill,firstInhibitorKill,perk2Var2,firstTowerAssist,perk2,role,win,unrealKills,perk3,doubleKills,item2,item5,lane,largestCriticalStrike,totalDamageDealt,perk2Var3,playerScore7,perk0Var1,damageDealtToObjectives,neutralMinionsKilledEnemyJungle,tripleKills,magicDamageDealt,totalTimeCrowdControlDealt,totalMinionsKilled,trueDamageTaken,totalUnitsHealed,perk0,playerScore6,timestamp,firstBloodAssist,trueDamageDealt,perk2Var1,perk1Var2,champion,killingSprees,perk4,gameId,perk5,visionScore,assists,perk1Var1,perk5Var3,magicDamageDealtToChampions,perk0Var3,champLevel,firstInhibitorAssist,item3,perk5Var1,perk3Var1,physicalDamageDealt,participantId,perk0Var2,longestTimeSpentLiving,playerScore4,largestMultiKill,item4,totalPlayerScore,queue,objectivePlayerScore,firstBloodKill,totalDamageTaken,item1,playerScore9,timeCCingOthers,item6,inhibitorKills,damageSelfMitigated,playerScore2,wardsPlaced,goldSpent,pentaKills,playerScore8,perk3Var3,physicalDamageTaken,perk4Var3,perk1Var3,visionWardsBoughtInGame,totalDamageDealtToChampions,physicalDamageDealtToChampions,perk3Var2,playerScore3,playerScore5,playerScore0,perk4Var1,totalHeal,goldEarned,perk1,sightWardsBoughtInGame,playerScore1,neutralMinionsKilled,item0,perkSubStyle,perkPrimaryStyle,combatPlayerScore,kills,perk4Var2,deaths,trueDamageDealtToChampions,wardsKilled,largestKillingSpree,totalScoreRank,platformId,perk5Var2,turretKills
0,0,0,9102,9,False,,,False,,NONE,False,0,,2,3074,3071,JUNGLE,0,21196,,0,,51,0,0,39,84,2,1018,1,,0,1497603223213,False,3477,,,92,3,,2525866342,,4,6,,,39,,16,,3142,,,17680,1,,108,0,2,3036,61,600,0,False,20957,3153,0,20,3340,0,11769,0,4,16450,0,0,,10836,,,0,17950,14433,,0,0,61,,2633,18207,,0,0,0,3158,,,0,11,,10,3477,0,3,0,NA1,,0
0,0,0,1452,9,False,,,False,,SOLO,True,0,,0,3142,1036,MID,0,21102,,0,,3714,0,0,0,126,7,1525,1,,0,1497602246468,False,3248,,,92,2,,2525885361,,0,9,,,0,,14,,3072,,,17853,3,,152,0,1,1053,66,600,0,False,9428,3812,0,14,3340,0,9601,0,0,12400,0,0,,6450,,,0,12245,10997,,0,0,66,,1481,14373,,0,0,0,3158,,,0,7,,5,1248,0,3,0,NA1,,0
0,0,0,4630,9,False,,,False,,NONE,True,0,,2,3031,1038,JUNGLE,1000,28310,,0,,10807,1,0,1721,84,3,876,1,,0,1497600713439,False,4170,,,157,1,,2525893863,,4,6,,,1076,,15,,3111,,,22419,7,,172,0,2,3072,54,600,0,False,11489,3046,0,3,3340,0,11883,0,4,15850,0,0,,5983,,,0,9385,7139,,0,0,54,,1208,16869,,0,0,1,3156,,,0,6,,6,1170,0,5,0,NA1,,0
0,0,0,5259,9,False,False,,False,,DUO_SUPPORT,False,0,,0,0,0,BOTTOM,98,32026,,0,,1428,1,0,21579,296,44,1298,4,,0,1497597666973,False,832,,,412,0,,2525860795,,26,5,,,4699,,13,False,1001,,,9614,10,,534,0,1,3110,0,400,0,False,19172,2049,0,36,3364,0,19020,0,10,6300,0,0,,12613,,,2,6320,789,,0,0,0,,1035,7220,,0,0,1,3401,,,0,1,,7,832,2,0,0,NA1,,0
954,0,0,10962,9,False,False,,False,,DUO_SUPPORT,True,0,,1,3143,2303,BOTTOM,186,46221,,0,,2584,3,0,31448,226,36,787,3,,0,1497594725659,False,1059,,,412,4,,2525845954,,20,13,,,13484,,18,True,3050,,,13713,8,,1426,0,2,3109,0,400,0,False,25464,3800,0,53,3364,0,42470,0,10,13450,0,0,,13714,,,0,16359,1965,,0,0,0,,4175,13649,,0,0,3,3117,,,0,13,,4,910,1,4,0,NA1,,0
688,7,0,3398,9,False,False,,False,,DUO_CARRY,False,0,,0,3085,0,BOTTOM,510,110446,,0,,1959,8,0,0,363,169,96,2,,0,1497592440376,False,9237,,,29,0,,2525841718,,10,7,,,0,,14,False,3047,,,101209,5,,679,0,1,3026,0,400,0,False,13827,3031,0,9,3340,0,7779,0,7,10000,0,0,,10332,,,0,13607,11088,,0,0,0,,1757,10518,,0,0,15,1054,,,0,2,,5,2519,0,0,0,NA1,,1
5849,21,0,15678,9,False,False,,False,,DUO_CARRY,True,0,,7,3153,3031,BOTTOM,1248,274153,,0,,24173,10,1,3203,833,216,2070,4,,0,1497589042497,False,17634,,,29,2,,2525574363,,22,9,,,1414,,18,True,3814,,,253315,2,,1162,0,3,3085,0,400,0,False,28516,3139,0,22,3340,0,20249,0,11,18200,0,0,,10767,,,0,48070,40729,,0,0,0,,6425,23112,,0,0,31,3047,,,0,25,,3,5926,0,18,0,NA1,,3
7184,4,0,3730,9,False,False,,False,,DUO_CARRY,True,0,,0,3153,1051,BOTTOM,796,191040,,0,,21247,7,0,2135,939,241,789,3,,0,1497586462065,False,16834,,,29,2,,2525467620,,17,8,,,677,,16,True,3047,,,172070,10,,829,0,1,3085,0,400,0,False,14855,3031,0,16,3340,0,8072,0,9,11400,0,0,,10335,,,0,21711,18722,,0,0,0,,3311,15145,,0,0,11,1055,,,0,8,,2,2312,3,5,0,NA1,,3
6040,18,0,13236,9,False,True,,False,,DUO,True,0,,3,3153,3031,BOTTOM,680,142224,,0,,12104,4,1,1217,597,138,284,2,,0,1497583866995,False,9986,,,29,3,,2525440864,,11,11,,,930,,16,False,3047,,,131020,8,,731,0,3,3085,0,400,0,True,25392,3086,0,14,3340,1,12326,0,6,12410,0,0,,11871,,,0,24877,21532,,0,0,0,,3772,14472,,0,0,22,1055,,,0,12,,5,2414,1,5,0,NA1,,3
4612,1,0,5753,9,False,False,,False,,DUO,False,0,,0,3047,0,BOTTOM,0,104443,,0,,6884,1,0,82559,153,128,84,1,,0,1497508931069,False,912,,,25,1,,2524873295,,10,12,,,15884,,15,False,3285,,,20971,9,,1051,0,1,3089,0,400,0,False,17474,3135,0,61,3340,0,11188,0,6,11650,0,0,,11637,,,0,18742,1946,,0,0,0,,591,11513,,0,0,2,1056,,,0,4,,4,912,0,3,0,NA1,,1
7326,0,0,6697,9,True,True,,False,,SOLO,True,0,,0,3047,3145,TOP,310,156733,,0,,20535,16,0,94933,715,214,1761,1,,0,1497506202367,False,7418,,,17,1,,2524839734,,3,9,,,10662,,16,False,3115,,,54380,3,,1473,0,1,3151,0,400,0,False,15025,3124,0,27,3340,2,7576,0,2,12350,0,0,,6566,,,0,14213,3113,,0,0,0,,1490,13824,,0,0,16,1054,,,0,4,,2,438,0,3,0,NA1,,3
1773,0,0,4103,9,False,False,,False,,DUO_CARRY,False,0,,2,3153,3034,BOTTOM,531,136146,,0,,3071,1,0,0,339,230,500,3,,0,1497503532658,False,5388,,,29,1,,2524845286,,18,3,,,0,,14,False,3047,,,130758,5,,1314,0,2,3085,0,400,0,False,14442,3031,0,5,3340,0,8255,0,12,12000,0,0,,9839,,,0,8847,8047,,0,0,0,,2142,12303,,0,0,1,1055,,,0,6,,4,800,1,6,0,NA1,,2
3388,4,0,8393,9,False,False,,False,,DUO_CARRY,True,0,,0,3094,1053,BOTTOM,543,85771,,0,,11014,2,0,3205,0,118,653,3,,0,1497501412635,False,0,,,236,2,,2524831484,,10,10,,,1073,,14,False,3047,,,82565,10,,517,0,1,1038,0,400,0,False,14905,3508,0,0,3340,0,5146,0,7,9800,0,0,,5858,,,0,16021,14947,,0,0,0,,4716,10633,,0,0,6,1055,,,0,7,,4,0,0,4,0,NA1,,0
0,2,0,10060,9,False,False,,False,,DUO,False,0,,1,3146,3108,BOTTOM,0,53053,,0,,1060,1,1,40173,20,67,706,1,,0,1497428015621,False,940,,,55,1,,2524073220,,12,9,,,11473,,13,False,3113,,,11938,8,,510,0,3,1026,0,400,0,False,24206,3285,0,0,3340,0,10613,0,9,10500,0,0,,13439,,,0,14065,1650,,0,0,0,,1674,11120,,0,0,3,3020,,,0,7,,13,940,0,4,0,NA1,,0
6024,0,0,2960,9,True,,,False,,SOLO,True,0,,2,3146,3113,TOP,0,61888,,0,,8050,2,0,21245,328,90,809,1,,0,1497426258229,False,636,,,84,3,,2524071923,,7,6,,,5989,,13,,3057,,,40006,7,,542,0,2,1026,0,400,0,False,11047,2003,0,0,3340,0,6410,0,5,7450,0,0,,7276,,,0,11196,4851,,0,0,0,,4397,8972,,0,0,2,3047,,,0,8,,3,356,0,4,0,NA1,,2
1126,6,0,3574,9,True,False,,False,,SOLO,False,0,,1,3047,0,TOP,142,109418,,0,,5757,12,0,75723,754,125,852,1,,0,1497423714458,False,1822,,,17,1,,2524009704,,4,5,,,18675,,14,False,3136,,,31873,2,,1393,0,2,0,0,400,0,False,12722,3115,0,0,3340,0,8028,0,3,9700,0,0,,8295,,,0,22661,3141,,0,0,0,,420,10367,,0,0,18,3124,,,0,5,,2,844,0,4,0,NA1,,1
0,0,0,7836,9,False,False,,False,,SOLO,False,0,,0,3142,3133,TOP,472,93100,,0,,0,0,0,3119,225,149,108,1,,0,1497420953793,False,2175,,,91,1,,2524025329,,17,5,,,960,,15,False,3047,,,87805,10,,1022,0,1,3155,0,400,0,True,17462,2031,0,0,3340,0,10113,0,5,9875,0,0,,9517,,,1,16119,13122,,0,0,0,,1914,10312,,0,0,0,3147,,,0,5,,3,2035,0,4,0,NA1,,0
7960,8,0,10767,9,False,False,,True,,SOLO,True,0,,1,3157,3135,TOP,0,150813,,0,,9281,0,0,128803,1935,144,2797,1,,0,1497416663988,False,2406,,,245,3,,2523968383,,18,14,,,26217,,18,False,3165,,,19604,5,,994,0,2,3020,0,400,0,False,34869,3100,0,0,3340,0,22691,0,13,14900,0,0,,21305,,,0,32276,4344,,0,0,0,,9210,15542,,0,0,8,1026,,,0,14,,9,1714,0,5,0,NA1,,1
0,0,0,33,9,,,,,,SOLO,False,0,,0,0,0,TOP,0,2593,,0,,0,0,0,1546,7,5,0,1,,0,1497416020434,False,90,,,245,0,,2523957824,,0,0,,,453,,2,,0,,,957,2,,176,0,0,0,0,400,0,False,1102,0,0,0,3340,0,389,0,1,500,0,0,,1069,,,0,834,290,,0,0,0,,32,752,,0,0,0,1056,,,0,0,,1,90,0,0,0,NA1,,0
0,,0,10750,9,False,False,,False,,NONE,False,0,,0,3065,0,MID,403,18092,,0,,0,,0,853,49,10,365,1,,0,1497391181003,False,910,,,421,0,,2523394289,,0,7,,,658,,14,False,1028,,,16329,5,,156,0,1,0,0,65,0,False,17050,3111,0,0,2052,0,13209,0,,7450,0,0,,5934,,,0,10267,8897,,0,0,0,,1734,8444,,0,0,0,3071,,,0,5,,7,711,,0,0,NA1,,0
4679,2,0,6035,9,False,False,,False,,SOLO,True,0,,0,3047,0,TOP,178,112452,,0,,4940,2,0,78385,495,184,598,1,,0,1497388978735,False,870,,,17,1,,2523401926,,7,4,,,13880,,16,False,3115,,,33198,9,,1136,0,1,3022,0,420,0,False,18721,3151,0,0,3340,0,11904,0,5,10800,0,0,,12088,,,0,18282,3531,,0,0,0,,1370,11250,,0,0,4,1054,,,0,5,,4,870,0,4,0,NA1,,1
2548,0,0,13907,9,False,False,,False,,SOLO,False,0,,0,3153,1052,TOP,166,121621,,0,,3511,0,0,63960,1151,175,1088,1,,0,1497385790868,False,1352,,,17,3,,2523366482,,11,10,,,19248,,16,False,1028,,,56309,4,,1094,0,1,3047,0,420,0,False,32049,3022,0,0,3340,0,18963,0,6,12535,0,0,,17053,,,0,32683,12083,,0,0,0,,2689,12458,,0,0,0,3124,,,0,7,,6,1352,1,3,0,NA1,,0
5706,0,0,11760,9,False,True,,False,,SOLO,True,0,,0,3153,3136,TOP,155,137101,,0,,13163,6,0,72503,724,182,1776,1,,0,1497382789176,False,994,,,17,1,,2523352108,,19,10,,,15821,,17,False,3111,,,63603,10,,582,0,1,3022,0,420,0,False,28331,3065,0,0,3340,1,23083,0,8,12400,0,0,,14794,,,0,24143,7327,,0,0,0,,1971,14041,,0,0,6,1054,,,0,5,,4,994,3,2,0,NA1,,2
715,,0,2765,9,False,False,,False,,NONE,True,0,,1,3142,0,MID,0,22741,,0,,715,,0,2589,60,11,130,1,,0,1497336755238,False,354,,,238,2,,2523172266,,0,17,,,1842,,12,True,1038,,,19797,1,,449,0,2,1053,0,65,0,False,6788,3158,0,0,2052,0,3658,0,,7300,0,0,,3893,,,0,13489,11292,,0,0,0,,1160,8649,,0,0,0,3035,,,0,8,,3,354,,4,0,NA1,,0
513,,0,11557,9,False,False,,False,,NONE,False,0,,0,3814,0,MID,508,27882,,0,,513,,0,3045,22,10,1023,1,,0,1497335368543,False,1953,,,80,3,,2523165405,,0,4,,,2273,,16,False,3071,,,22883,1,,438,0,1,1036,0,65,0,False,17619,3142,0,0,2052,0,10204,0,,10450,0,0,,5039,,,0,16305,12077,,0,0,0,,1797,10927,,0,0,0,3111,,,0,10,,8,1953,,3,0,NA1,,0
0,0,0,6034,9,False,False,,False,,DUO,False,0,,0,3111,1033,BOTTOM,0,46860,,0,,0,0,0,39865,116,62,0,1,,0,1497332338517,False,601,,,245,1,,2523152929,,10,2,,,6189,,12,False,3108,,,6393,5,,625,0,1,1026,0,400,0,False,14431,3165,0,0,3340,0,7001,0,8,6700,0,0,,8397,,,0,7649,858,,0,0,0,,3736,7124,,0,0,0,3303,,,0,4,,4,601,0,3,0,NA1,,0
308,2,0,2277,9,False,False,,False,,DUO_SUPPORT,False,0,,0,3107,1004,BOTTOM,0,34553,,0,,510,0,0,27593,242,24,84,2,,0,1497329915529,False,920,,,43,0,,2523079711,,9,13,,,8260,,14,False,3047,,,6038,10,,447,0,1,1004,0,400,0,False,15105,3504,0,0,3340,0,10230,0,10,8250,0,0,,12743,,,2,10070,1139,,0,0,0,,2077,8584,,0,0,2,2301,,,0,1,,7,670,0,0,0,NA1,,0
572,0,0,2174,9,False,,,False,,DUO_SUPPORT,False,0,,0,2045,0,BOTTOM,0,14095,,0,,2007,0,0,5154,190,30,315,5,,0,1497328150191,False,3709,,,201,0,,2523076114,,24,2,,,2559,,10,,1001,,,5231,7,,594,0,0,0,0,400,0,False,12708,1028,0,0,3364,0,8969,0,8,4650,0,0,,10218,,,0,3118,559,,0,0,0,,1605,5352,,0,0,0,3401,,,0,0,,4,0,4,0,0,NA1,,0
113,,0,14996,9,False,False,,False,,NONE,False,0,,1,3107,1031,MID,0,21129,,0,,113,,0,16848,207,13,0,12,,0,1497250266981,False,1419,,,497,1,,2522593437,,0,23,,,7975,,16,False,3065,,,2861,6,,193,0,2,1057,0,65,0,False,23437,3504,0,0,2052,0,23897,0,,9620,0,0,,8440,,,0,9937,793,,0,0,0,,10619,10553,,0,0,0,3158,,,0,3,,8,1169,,2,0,NA1,,0
95,,0,24185,9,False,False,,False,,NONE,True,0,,1,3152,3102,MID,260,67923,,0,,95,,0,59135,232,27,1022,1,,0,1497246781607,False,1904,,,35,6,,2522554618,,0,18,,,40095,,18,False,3020,,,6884,10,,143,0,2,3285,0,65,0,True,37158,3157,0,0,2052,0,17886,0,,16650,0,0,,11950,,,0,45360,3360,,0,0,0,,3482,17268,,0,0,0,3089,,,0,18,,17,1904,,2,0,NA1,,0
410,0,0,11077,9,False,False,,False,,DUO_SUPPORT,False,0,,0,3107,0,BOTTOM,0,32316,,0,,3092,1,0,21295,174,11,923,5,,0,1497163456803,False,3315,,,497,0,,2521637870,,55,18,,,9725,,14,False,3109,,,7705,2,,401,0,0,3504,0,420,0,False,25826,2302,0,0,3364,0,25800,0,28,9850,0,0,,13825,,,2,13064,2023,,0,0,0,,10083,10179,,0,0,1,3111,,,0,0,,11,1315,2,0,0,NA1,,0
2512,0,0,15804,9,False,False,,False,,DUO_SUPPORT,False,0,,0,3222,3001,BOTTOM,0,77628,,0,,5126,1,0,52930,350,51,2501,5,,0,1497158965483,False,4215,,,497,2,,2521620387,,116,26,,,13299,,18,False,3107,,,20483,7,,883,0,1,3065,0,400,0,False,54672,3143,0,0,3364,1,95103,0,44,21300,0,0,,36366,,,4,19206,2166,,0,0,0,,16920,22493,,0,0,1,3111,,,0,8,,11,3740,3,3,0,NA1,,3
2825,0,0,13189,9,False,False,,False,,DUO_SUPPORT,True,0,,0,3107,3190,BOTTOM,0,48745,,0,,4092,0,0,36273,386,43,559,5,,0,1497155968971,False,2272,,,117,1,,2521564578,,64,15,,,7663,,16,True,3801,,,10199,7,,593,0,1,3117,0,400,0,False,23151,2301,0,0,3364,0,12537,0,25,10800,0,0,,9402,,,4,10742,1491,,0,0,0,,6180,12674,,0,0,0,3504,,,0,3,,5,1587,4,2,0,NA1,,0
838,0,0,10824,9,False,False,,False,,DUO_SUPPORT,False,0,,0,2302,3102,BOTTOM,0,35407,,0,,3696,1,0,24416,140,36,719,5,,0,1497083954026,False,704,,,497,0,,2521061413,,64,13,,,10037,,15,False,3191,,,10286,5,,1374,0,1,3111,0,400,0,False,25728,3107,0,0,3364,0,27318,0,30,11975,0,0,,14184,,,6,12345,1783,,0,0,0,,10225,12254,,0,0,1,3504,,,0,2,,6,524,2,0,0,NA1,,0
0,0,0,2166,9,False,,,False,,DUO_SUPPORT,True,0,,0,2302,0,BOTTOM,0,5260,,0,,680,0,0,2759,20,9,205,3,,0,1497082417405,False,0,,,497,0,,2521040791,,18,3,,,1165,,8,,2055,,,2500,9,,0,0,0,0,0,400,0,False,3526,3114,0,0,3341,0,2699,0,9,2850,0,0,,1154,,,2,1411,245,,0,0,0,,1036,3755,,0,0,0,0,,,0,0,,0,0,2,0,0,NA1,,0
0,0,0,1854,9,False,False,,False,,DUO_SUPPORT,False,0,,0,2049,1004,BOTTOM,0,24034,,0,,0,0,0,18112,112,25,387,4,,0,1497079404400,False,481,,,497,0,,2520887605,,25,9,,,4843,,12,False,3504,,,5439,10,,304,0,1,3801,0,400,0,False,18782,3069,0,0,3364,0,18727,0,11,7525,0,0,,16541,,,2,6373,1048,,0,0,0,,1501,7979,,0,0,0,3047,,,0,2,,13,481,1,0,0,NA1,,0
2160,0,0,3478,9,False,,,False,,DUO_SUPPORT,True,0,,0,2049,1001,BOTTOM,0,20673,,0,,3836,0,0,12519,71,21,0,4,,0,1497077740720,False,354,,,497,0,,2520875862,,22,7,,,4731,,10,,2055,,,7799,7,,1005,0,1,3504,0,400,0,True,7881,3107,0,0,3364,0,7870,0,11,5925,0,0,,4403,,,2,6677,1591,,0,0,0,,3874,6506,,0,0,0,3301,,,0,2,,2,354,1,0,0,NA1,,0
1720,0,0,6212,9,False,False,,False,,DUO_SUPPORT,True,0,,0,3157,0,BOTTOM,0,33180,,0,,2773,1,0,20798,112,36,1246,4,,0,1497075220497,False,933,,,497,1,,2520881921,,36,15,,,7726,,15,False,2049,,,11448,10,,564,0,1,3504,0,400,0,False,15695,3107,0,0,3364,0,16589,0,14,9775,0,0,,8237,,,1,10631,1970,,0,0,0,,4102,11613,,0,0,1,3111,,,0,5,,7,933,4,2,0,NA1,,0
1033,0,0,5287,9,False,False,,False,,DUO_SUPPORT,True,0,,0,2302,1033,BOTTOM,0,23642,,0,,3157,0,0,16559,130,7,358,4,,0,1497072898849,False,182,,,497,0,,2520658245,,22,18,,,7203,,14,True,0,,,6899,10,,722,0,1,3504,0,400,0,False,15158,3107,0,0,3341,0,13665,0,10,8150,0,0,,9512,,,2,9061,1857,,0,0,0,,7063,9238,,0,0,0,3111,,,0,1,,4,0,0,0,0,NA1,,0
0,0,0,1544,9,False,,,False,,SOLO,False,0,,0,1056,1052,TOP,0,54315,,0,,302,2,0,38310,178,101,86,1,,0,1497070846649,False,0,,,245,0,,2520654171,,13,2,,,5999,,12,,3020,,,16004,7,,409,0,1,1026,0,400,0,False,15930,3100,0,0,3340,0,8850,0,6,6485,0,0,,14299,,,0,7971,1971,,0,0,0,,3726,6663,,0,0,2,1056,,,0,3,,7,0,2,0,0,NA1,,0
1588,,0,2021,9,True,False,,False,,NONE,True,0,,0,3285,0,MID,0,32373,,0,,1588,,0,25113,73,15,550,1,,0,1497062699034,False,380,,,75,0,,2520562286,,0,12,,,18384,,14,True,1058,,,6880,2,,594,0,1,0,0,65,0,False,9734,3158,0,0,0,0,4531,0,,8400,0,0,,7163,,,0,19783,1088,,0,0,0,,1851,8887,,0,0,0,3165,,,0,3,,3,310,,0,0,NA1,,1
4140,2,0,20522,9,False,False,,False,,SOLO,False,0,,1,3153,3151,TOP,246,317445,,0,,13264,1,0,217229,1966,303,1679,1,,0,1496980588941,False,6099,,,17,4,,2520032723,,21,11,,,44282,,18,False,3115,,,94117,2,,1064,0,2,3022,0,400,0,False,44123,3047,0,0,3340,1,28946,0,12,18800,0,0,,21921,,,0,65379,17727,,0,0,0,,4140,22095,,0,0,3,3124,,,0,17,,7,3369,1,8,0,NA1,,1
3628,4,0,9259,9,False,False,,False,,SOLO,False,0,,0,3142,3133,TOP,0,130687,,0,,4654,0,0,0,139,181,118,1,,0,1496977920331,False,0,,,92,1,,2519967005,,8,5,,,0,,17,False,3026,,,130687,2,,413,0,1,1053,0,400,0,False,26393,3158,0,0,3340,0,25909,0,6,11350,0,0,,17015,,,0,14957,14957,,0,0,0,,2033,12159,,0,0,4,3071,,,0,3,,10,0,0,2,0,NA1,,0
9507,0,0,8022,9,True,False,,False,,SOLO,True,0,,2,3074,1036,TOP,1584,100566,,0,,19989,2,0,924,91,134,1339,5,,0,1496975769811,False,7946,,,114,2,,2519962031,,6,3,,,823,,15,True,3111,,,91695,3,,1286,0,2,3156,0,400,0,True,24343,3072,0,0,3340,0,19443,0,4,12850,0,0,,14981,,,0,22006,18435,,0,0,0,,6306,13064,,0,0,2,1055,,,0,13,,4,2747,0,10,0,NA1,,2
1169,8,0,8571,9,False,False,,False,,SOLO,False,0,,0,3047,0,TOP,0,93802,,0,,1169,0,0,1967,113,130,613,1,,0,1496904656291,False,0,,,92,1,,2519256886,,10,7,,,933,,13,False,3134,,,91834,10,,391,0,1,1033,0,2,0,False,22389,3142,0,0,3340,0,18911,0,7,8700,0,0,,13204,,,0,12500,11566,,0,0,0,,1842,9439,,0,0,8,3071,,,0,4,,9,0,0,2,0,NA1,,1
2260,10,0,6116,9,False,False,,False,,SOLO,True,0,,1,3047,1053,MID,580,106341,,0,,10494,10,0,8207,77,111,318,1,,0,1496902046377,False,866,,,157,1,,2519271362,,16,4,,,1045,,14,False,3031,,,97267,5,,786,0,2,3046,0,2,0,True,18912,1038,0,0,3340,0,14681,0,9,10250,0,0,,12478,,,0,10894,8982,,0,0,0,,1217,11089,,0,0,20,1055,,,0,4,,5,866,0,3,0,NA1,,1
0,0,0,5619,9,False,,,False,,SOLO,False,0,,0,1036,0,TOP,332,23780,,0,,158,0,0,0,40,61,466,1,,0,1496900322154,False,1022,,,421,0,,2519208726,,5,1,,,0,,11,,3065,,,22757,1,,321,0,1,1033,0,2,0,False,14605,3047,0,0,3340,0,8579,0,5,5200,0,0,,8520,,,0,3458,3458,,0,0,0,,632,5376,,0,0,0,1055,,,0,1,,7,0,0,0,0,NA1,,0
645,,0,11925,9,False,False,,False,,NONE,False,0,,4,3146,1026,MID,0,54750,,0,,645,,1,28952,387,34,0,4,,0,1496880961323,False,0,,,84,4,,2519030552,,0,11,,,14606,,18,False,3135,,,25798,5,,344,0,3,3108,0,65,0,False,30764,3089,0,0,0,0,16163,0,,12750,0,0,,18838,,,0,23099,8492,,0,0,0,,12650,13640,,0,0,0,3020,,,0,14,,11,0,,4,0,NA1,,0
0,,0,21567,9,False,False,,False,,NONE,False,0,,1,3152,1052,MID,0,78485,,0,,0,,0,73769,59,40,1370,4,,0,1496879186654,False,136,,,1,2,,2518977853,,0,31,,,35701,,18,False,3165,,,4580,2,,248,0,2,3102,0,65,0,False,33796,3020,0,0,2052,0,11227,0,,13185,0,0,,10859,,,0,37606,1768,,0,0,0,,6045,15033,,0,0,0,3285,,,0,11,,14,136,,3,0,NA1,,0
1119,,0,8579,9,False,False,,True,,NONE,True,0,,3,3748,1042,MID,0,29018,,0,,1119,,0,6313,68,18,2554,1,,0,1496877964337,False,636,,,19,3,,2519012942,,0,17,,,5492,,14,True,1057,,,22069,10,,223,0,2,1043,0,65,0,False,18509,3065,0,0,2052,0,14384,0,,9620,0,0,,7375,,,0,12138,6010,,0,0,0,,4394,10635,,0,0,0,3047,,,0,14,,6,636,,6,0,NA1,,0
3549,,0,4350,9,True,False,,False,,NONE,True,0,,2,3074,1038,MID,346,35380,,0,,3549,,1,641,48,29,0,5,,0,1496819629460,False,1820,,,114,4,,2518727825,,0,14,,,473,,14,True,1036,,,32917,6,,276,0,3,1036,0,65,0,False,17193,3156,0,0,2052,0,12700,0,,10050,0,0,,12842,,,0,15976,13682,,0,0,0,,5630,10388,,0,0,0,3111,,,0,12,,6,1820,,5,0,NA1,,2
1125,,0,11200,9,False,False,,False,,NONE,False,0,,3,3072,0,MID,346,35786,,0,,1125,,0,13624,43,22,1514,3,,0,1496818427465,False,0,,,18,2,,2518726480,,0,10,,,3552,,15,False,3155,,,22161,9,,260,0,2,0,0,65,0,False,16400,3006,0,0,2052,0,5666,0,,8900,0,0,,3685,,,0,15948,12395,,0,0,0,,2713,9073,,0,0,0,3087,,,0,8,,9,0,,2,0,NA1,,0
1599,,0,26088,9,False,False,,False,,NONE,False,0,,3,3146,0,MID,0,70755,,0,,1599,,0,31619,3506,37,638,1,,0,1496816589633,False,866,,,84,6,,2518732873,,0,15,,,16724,,18,False,3102,,,38270,5,,287,0,2,3089,0,65,0,False,35382,3157,0,0,2052,0,20958,0,,14250,0,0,,8654,,,0,27275,9684,,0,0,0,,14419,14976,,0,0,0,3020,,,0,18,,12,866,,3,0,NA1,,1
701,,0,9889,9,False,False,,False,,NONE,False,0,,1,3157,0,MID,0,50341,,0,,701,,0,47198,249,25,1015,4,,0,1496815239621,False,0,,,45,2,,2518769924,,0,14,,,21084,,16,False,3089,,,3142,1,,276,0,2,0,0,65,0,False,17685,3020,0,0,0,0,5851,0,,10900,0,0,,6780,,,0,22138,1054,,0,0,0,,4206,11028,,0,0,0,3165,,,0,9,,9,0,,2,0,NA1,,0
428,,0,11273,9,False,False,,False,,NONE,False,0,,3,3074,0,MID,617,45125,,0,,428,,0,881,78,45,0,5,,0,1496785975821,False,2176,,,114,4,,2518404702,,0,12,,,811,,16,False,3072,,,42067,10,,307,0,2,0,0,65,0,True,19003,3156,0,0,2052,0,21470,0,,11650,0,0,,7729,,,0,14429,11441,,0,0,0,,3995,11907,,0,0,0,3111,,,0,13,,7,2176,,5,0,NA1,,0
0,,0,6024,9,False,False,,False,,NONE,False,0,,1,3153,0,MID,238,15714,,0,,0,,0,350,120,11,642,2,,0,1496784827217,False,1131,,,67,1,,2518413154,,0,3,,,350,,14,False,1033,,,14232,1,,184,0,2,0,0,65,0,False,14985,3156,0,0,0,0,8305,0,,8350,0,0,,8318,,,0,7480,6323,,0,0,0,,2365,9085,,0,0,0,3006,,,0,8,,9,806,,2,0,NA1,,0
0,,0,3550,9,False,,,False,,NONE,True,0,,1,3142,0,MID,0,38709,,0,,0,,0,3128,66,30,1281,1,,0,1496783517359,False,1038,,,238,2,,2518362777,,0,21,,,1919,,15,,3067,,,34541,9,,176,0,2,3044,0,65,0,False,15592,3158,0,0,2052,0,7967,0,,9550,0,0,,10759,,,0,17341,14392,,0,0,0,,2230,10230,,0,0,0,3072,,,0,8,,9,1030,,2,0,NA1,,0
