damageDealtToTurrets,neutralMinionsKilledTeamJungle,quadraKills,magicalDamageTaken,season,firstTowerKill,firstInhibitorKill,perk2Var2,firstTowerAssist,perk2,role,win,unrealKills,perk3,doubleKills,item2,item5,lane,largestCriticalStrike,totalDamageDealt,perk2Var3,playerScore7,perk0Var1,damageDealtToObjectives,neutralMinionsKilledEnemyJungle,tripleKills,magicDamageDealt,totalTimeCrowdControlDealt,totalMinionsKilled,trueDamageTaken,totalUnitsHealed,perk0,playerScore6,timestamp,firstBloodAssist,trueDamageDealt,perk2Var1,perk1Var2,champion,killingSprees,perk4,gameId,perk5,visionScore,assists,perk1Var1,perk5Var3,magicDamageDealtToChampions,perk0Var3,champLevel,firstInhibitorAssist,item3,perk5Var1,perk3Var1,physicalDamageDealt,participantId,perk0Var2,longestTimeSpentLiving,playerScore4,largestMultiKill,item4,totalPlayerScore,queue,objectivePlayerScore,firstBloodKill,totalDamageTaken,item1,playerScore9,timeCCingOthers,item6,inhibitorKills,damageSelfMitigated,playerScore2,wardsPlaced,goldSpent,pentaKills,playerScore8,perk3Var3,physicalDamageTaken,perk4Var3,perk1Var3,visionWardsBoughtInGame,totalDamageDealtToChampions,physicalDamageDealtToChampions,perk3Var2,playerScore3,playerScore5,playerScore0,perk4Var1,totalHeal,goldEarned,perk1,sightWardsBoughtInGame,playerScore1,neutralMinionsKilled,item0,perkSubStyle,perkPrimaryStyle,combatPlayerScore,kills,perk4Var2,deaths,trueDamageDealtToChampions,wardsKilled,largestKillingSpree,totalScoreRank,platformId,perk5Var2,turretKills
6691,0,0,9248,10,False,False,0,False,8234,SOLO,True,0,8236,0,3512,1028,TOP,0,154798,0,0,1577,6691,4,0,91374,1264,230,737,1,8214,0,1513809505500,False,6765,31,0,17,1,8014,2675628456,9111,6,6,15,0,12099,0,16,False,3047,1088,24,56659,7,0,1112,0,1,3151,0,420,0,False,20206,2033,0,29,3340,1,12902,0,4,11400,0,0,0,10220,0,0,0,15963,3755,0,0,0,0,214,3356,12881,8243,0,0,8,3022,8000,8200,0,4,0,2,108,0,3,0,NA1,0,1
5818,0,0,18364,10,False,False,0,False,8234,SOLO,True,0,8236,1,3111,3101,TOP,0,217565,0,0,2581,7215,8,0,136713,1667,271,230,1,8214,0,1513806733667,False,7600,20,0,17,1,8014,2675598469,9111,9,10,15,0,21463,0,18,False,3022,2178,48,73250,5,0,668,0,2,3151,0,420,0,False,37203,2033,0,61,3340,0,20890,0,3,12250,0,0,0,18608,0,0,0,30717,9254,0,0,0,0,895,5645,15871,8243,0,0,12,3083,8000,8200,0,6,0,3,0,2,4,0,NA1,0,2
6476,0,0,7738,10,False,False,13,False,9104,DUO,False,0,8014,5,3508,3094,TOP,1433,241824,0,0,2242,6476,4,0,15023,285,187,5578,1,8005,0,1513803456242,False,768,9,0,21,3,8139,2675539014,8135,15,13,1469,0,2726,848,25,False,3072,5,1296,226032,6,1394,411,0,2,3031,0,1010,0,False,33925,3153,0,12,3340,0,28326,0,13,22600,0,0,0,20608,0,0,0,43424,40321,0,3,0,0,1561,6899,23863,9111,0,0,4,3812,8100,8000,0,19,0,9,376,0,8,0,NA1,0,1
269,10,0,14027,10,False,False,0,False,8233,SOLO,False,0,8236,1,3151,1026,BOTTOM,29,88246,0,0,1380,2573,0,0,53282,1139,58,932,1,8229,0,1513802039949,False,28254,655,0,20,2,9105,2675534609,8014,5,13,569,0,17036,0,16,False,3047,505,24,6710,1,0,212,0,2,3285,0,1010,0,False,25094,2031,0,22,3340,0,18139,0,6,11300,0,0,0,10135,0,0,0,19742,1661,0,14,0,0,11,3350,12849,8224,0,0,14,3075,8000,8200,0,8,0,10,1044,0,4,0,NA1,0,0
2380,0,0,4798,10,False,False,51,False,9104,DUO,True,0,8014,0,3142,0,BOTTOM,0,50837,0,0,587,2380,4,0,0,138,57,1640,1,8005,0,1513757281491,False,298,13,0,92,1,8143,2675319674,8135,6,8,812,0,0,255,12,False,1036,4,322,50539,5,331,353,0,1,0,0,850,0,True,12593,3158,0,17,3340,0,6699,0,4,7200,0,0,0,6155,0,0,0,10539,10439,0,0,0,0,418,1629,8273,9111,0,0,8,3147,8100,8000,0,5,0,6,100,0,3,0,NA1,0,0
14990,0,0,12016,10,False,False,57,False,9104,DUO,True,0,8014,0,3006,3036,TOP,968,183216,0,0,2151,14990,13,0,293,127,172,292,1,8005,0,1513754486052,False,4743,7,0,29,3,8143,2675311968,8135,15,11,657,0,293,1039,20,False,3085,5,558,178180,10,1111,425,0,1,3031,0,1010,0,False,21815,3153,0,4,3340,1,10620,0,9,17300,0,0,0,9506,0,0,0,22643,20577,0,3,0,0,769,1766,18964,9111,0,0,18,3072,8100,8000,0,10,0,7,1773,1,3,0,NA1,0,3
788,0,0,26815,10,False,False,15,False,8429,DUO,False,0,8444,0,3111,1033,TOP,0,59589,16,0,2052,1130,4,0,31756,417,60,1921,1,8437,0,1513726302787,False,2669,57,0,98,0,9104,2674616167,8014,10,6,38,0,9640,0,15,False,3083,612,2207,25163,8,1691,745,0,1,3211,0,1010,0,False,39186,3068,0,73,3340,0,59092,0,7,11800,0,0,0,10449,0,0,0,19412,8771,0,7,0,0,19,1291,11906,8242,0,0,4,3065,8000,8400,0,2,56,5,1000,0,0,0,NA1,0,0
9171,4,0,16464,10,True,False,50,False,9104,DUO,True,0,8014,3,3085,3031,BOTTOM,937,117773,0,0,1510,9171,2,0,1170,228,113,331,1,8005,0,1513724606543,False,1538,8,0,222,5,8139,2674588947,8135,2,8,1218,0,792,351,18,False,3006,5,839,115065,2,1159,303,0,2,3072,0,1010,0,False,22746,3153,0,21,3340,0,6888,0,2,17300,0,0,0,5950,0,0,0,28523,27222,0,7,0,0,1029,2428,18231,9111,0,0,6,3094,8100,8000,0,17,0,10,508,0,4,0,NA1,0,3
5225,0,0,34338,10,False,False,20,False,8429,DUO,True,0,8444,4,3083,3065,TOP,877,195071,13,0,2194,9726,8,0,9926,415,185,2073,1,8437,0,1513722045312,False,7947,68,0,122,4,9104,2674567685,8014,22,10,62,0,3147,0,24,True,3075,616,2505,177197,6,1722,333,0,2,3071,0,1010,0,False,63036,3748,0,40,3340,0,54113,0,14,22950,0,0,0,26624,0,0,0,34352,25113,0,14,0,0,10,6214,23291,8242,0,0,12,3031,8000,8400,0,14,18,11,6090,1,6,0,NA1,0,2
177,12,0,16778,10,False,False,0,False,8138,SOLO,False,0,8105,0,3065,3076,TOP,49,48570,0,0,96,177,0,0,36053,6001,41,403,0,8124,0,1513720571382,False,2606,9,0,33,1,8242,2674543452,8429,3,8,486,21,4583,0,16,False,3194,49,4,9910,10,0,226,0,1,3068,0,1010,0,False,27916,3009,0,38,3340,0,35515,0,2,10900,0,0,0,10734,0,0,0,8325,2424,0,7,0,0,46,0,11521,8126,0,0,12,1054,8400,8100,0,4,0,11,1317,0,2,0,NA1,21,0
4634,8,0,1987,10,False,False,32,False,9104,DUO,True,0,8014,1,3006,3094,TOP,638,87223,0,0,2572,4634,0,0,0,84,102,0,1,8005,0,1513650395566,False,2455,9,0,119,1,8139,2674109961,8135,2,9,1102,0,0,1192,11,False,1053,5,604,84768,5,1380,0,0,2,3046,0,840,0,False,7896,3031,0,11,3340,0,3584,0,1,11100,0,0,0,5908,0,0,0,23539,23539,0,0,0,0,616,1828,11295,9111,0,0,12,1055,8100,8000,0,13,0,0,0,0,13,0,NA1,0,2
7158,8,1,3517,10,False,False,34,False,9104,SOLO,True,1,8014,7,1053,1038,TOP,671,114283,0,0,2477,7158,0,2,0,82,113,0,1,8005,0,1513645864422,False,4310,11,0,119,2,8139,2674050567,8135,4,0,651,0,0,701,12,False,3006,5,1030,109973,2,1775,363,0,6,3046,0,840,0,True,10394,3031,0,10,3340,0,4347,0,3,11100,1,0,0,6876,0,0,0,33099,33099,0,0,0,0,672,1392,14230,9111,0,0,12,1038,8100,8000,0,24,0,1,0,0,21,0,NA1,0,2
5545,0,2,2390,10,False,False,33,False,9104,SOLO,True,0,8014,8,3046,0,MID,629,136777,0,0,2141,11205,8,4,6346,116,128,1000,1,8005,0,1513464645952,False,0,10,0,157,3,8143,2672327239,8135,1,3,1390,0,2110,636,13,False,3006,5,1448,130430,3,1505,730,0,5,1053,0,840,0,False,12905,3031,0,33,3340,0,13271,0,3,12200,2,0,0,9515,0,0,0,43925,41815,0,0,0,0,1443,2532,15517,9111,0,0,16,3072,8100,8000,0,31,0,2,0,0,14,0,NA1,0,2
2659,,0,13200,10,False,True,0,False,8234,NONE,True,0,8236,4,3020,1058,MID,0,73230,0,0,2801,2659,,1,56468,352,45,870,3,8214,0,1513463011385,False,4560,17,0,17,4,9104,2672312488,8014,0,9,15,0,32688,0,18,False,3151,1495,24,12201,10,68,453,0,3,3135,0,450,0,True,19847,3146,0,42,2052,1,6494,0,,12600,0,0,0,5777,0,0,0,36202,3513,0,0,0,0,9,4751,13909,8243,0,0,0,3112,8000,8200,0,15,54,6,0,,5,0,NA1,0,1
1964,,0,19275,10,False,False,0,False,8210,NONE,True,0,8236,0,1001,3075,MID,372,56009,0,0,1693,1964,,0,44112,331,33,550,1,8229,0,1513452163682,False,0,0,0,79,1,8444,2672214546,8429,0,17,15,12,16662,0,18,False,3025,52,24,11897,3,0,397,0,1,3211,0,450,0,False,31493,3029,0,36,2052,0,30522,0,,11300,0,0,0,11667,0,0,0,18782,2119,0,0,0,0,2059,8720,12027,8243,0,0,0,3112,8400,8200,0,5,0,5,0,,2,0,NA1,21,1
2480,,1,12861,10,False,False,49,False,9104,NONE,True,0,8014,3,3006,0,MID,358,81797,0,0,1878,2480,,2,17365,234,77,163,5,8005,0,1513450621946,False,2400,8,0,96,2,8143,2672191689,8135,0,17,2105,0,9787,450,18,True,3085,5,880,62032,9,1427,332,0,4,3031,0,450,0,False,22389,3153,0,12,2052,0,8675,0,,14200,0,0,0,9364,0,0,0,24811,14624,0,0,0,0,39,7186,14878,9111,0,1,0,3046,8100,8000,0,16,0,5,400,,11,0,NA1,0,2
0,,0,5261,10,False,False,14,False,9104,NONE,False,0,8014,0,3006,0,MID,517,48858,0,0,2384,0,,0,240,351,35,545,4,8005,0,1513448937361,False,10234,13,0,29,1,8143,2672185132,8135,0,14,727,0,240,1207,16,False,3085,5,546,38382,4,1177,347,0,1,0,0,450,0,False,15004,3153,0,27,0,0,7049,0,,10600,0,0,0,9196,0,0,0,23701,19457,0,0,0,0,121,3783,10826,9111,0,1,0,3031,8100,8000,0,5,0,6,4003,,2,0,NA1,0,0
1409,,0,2431,10,False,False,0,True,8210,NONE,True,0,8236,1,3020,0,MID,0,37045,0,0,1197,1409,,0,27601,78,22,167,1,8229,0,1513447528425,False,2740,0,0,63,2,8009,2672181381,8014,0,17,15,0,15445,0,14,True,3089,514,8,6704,1,0,492,0,2,1052,0,450,0,False,7350,3151,0,13,2052,0,2889,0,,9535,0,0,0,4751,0,0,0,16402,957,0,0,0,0,1520,607,10066,8243,0,1,0,3112,8000,8200,0,9,0,3,0,,4,0,NA1,0,1
0,,0,15669,10,False,False,15,False,8429,NONE,False,0,8444,0,3111,1031,MID,0,36327,18,0,779,0,,0,22689,277,47,631,1,8439,0,1513446252070,False,990,38,0,106,2,9105,2672159977,8014,0,11,21,0,5570,0,15,False,3751,494,1625,12647,10,0,240,0,1,3194,0,450,0,False,23386,3065,0,28,2052,0,27406,0,,9500,0,0,0,7084,0,0,0,13140,6874,0,7,0,0,4,596,10249,8242,0,0,0,2051,8000,8400,0,8,57,5,695,,4,0,NA1,0,0
1036,,0,14522,10,False,False,0,False,8138,NONE,True,0,8135,1,3020,1026,MID,0,53653,0,0,826,1036,,0,42492,124,47,723,4,8112,0,1513379220922,False,0,30,0,25,1,8014,2671363640,9111,0,36,1421,0,20059,0,18,True,3285,2913,5,11161,1,0,352,0,2,3089,0,450,0,False,22365,3157,0,75,2052,0,11204,0,,12950,0,0,0,7120,0,0,0,22150,2090,0,0,0,0,799,13029,13986,8139,0,0,0,3112,8000,8100,0,5,0,4,0,,4,0,NA1,0,0
1118,,0,23246,10,False,False,0,False,8138,NONE,True,0,8135,1,3156,3035,MID,0,97597,0,0,1832,1118,,0,0,200,63,926,1,8112,0,1513377231642,False,1951,18,0,141,3,8014,2671328428,9111,0,24,1453,0,0,0,18,True,3071,2826,5,95645,3,0,560,0,2,3072,0,450,0,False,35980,3111,0,48,2052,0,34904,0,,15750,0,0,0,11808,0,0,0,44514,42752,0,12,0,0,1515,20359,16814,8143,0,0,0,3147,8000,8100,0,14,0,8,1761,,7,0,NA1,0,1
2137,,0,6337,10,True,False,54,False,9104,NONE,True,0,8014,1,1001,1036,MID,570,38195,0,0,1342,2137,,0,9144,32,36,0,4,8005,0,1513375997683,False,0,8,0,236,2,8143,2671315417,8135,0,10,526,0,2041,445,13,True,1053,4,558,29051,10,896,331,0,2,1038,0,450,0,True,8617,3087,0,0,0,0,3161,0,,8950,0,0,0,2280,0,0,0,12445,10404,0,0,0,0,305,3067,10021,9111,0,2,0,3031,8100,8000,0,6,0,3,0,,2,0,NA1,0,1
4478,,0,6184,10,True,False,6,False,9104,NONE,True,0,8014,1,3006,0,MID,461,70955,0,0,1167,4478,,1,2252,1132,64,654,3,8005,0,1513193829262,False,2406,6,0,22,4,8126,2669769600,8135,0,20,1078,0,1699,430,13,False,3031,5,703,66295,3,737,372,0,3,1036,0,450,0,False,11695,3508,0,46,2052,0,4227,0,,9350,0,0,0,4857,0,0,0,26356,23820,0,0,0,0,836,2657,11084,9111,0,1,0,3184,8100,8000,0,12,0,3,836,,4,0,NA1,0,2
3582,12,0,1362,10,False,False,40,False,9104,DUO,True,0,8014,0,3006,0,BOTTOM,259,56505,0,0,988,9298,0,0,2840,207,40,0,1,8005,0,1513191410158,False,934,8,0,157,2,8143,2669746406,8135,1,4,384,0,825,538,9,False,1053,3,219,52730,1,450,217,0,1,1053,0,840,0,False,8930,3046,0,32,3340,0,5480,0,1,6000,0,0,0,7568,0,0,0,9770,8717,0,0,0,0,223,765,7221,9111,0,0,20,1055,8100,8000,0,7,0,5,228,0,4,0,NA1,0,2
0,,0,6568,10,False,False,0,False,8138,NONE,False,0,8135,1,3020,0,MID,0,39293,0,0,1335,0,,0,35045,20,32,540,1,8112,0,1513190071753,False,430,30,0,55,2,8014,2669762469,9111,0,11,642,0,13556,0,15,False,3135,774,4,3816,3,0,200,0,2,0,0,450,0,False,17557,3157,0,0,0,0,12724,0,,10000,0,0,0,10448,0,0,0,15258,1351,0,7,0,0,438,2319,10430,8143,0,1,0,3285,8000,8100,0,7,0,9,350,,3,0,NA1,0,0
1105,,0,12421,10,True,False,0,False,8138,NONE,False,0,8105,4,3157,1026,MID,0,54109,0,0,2495,1105,,1,22102,707,25,2491,1,8112,0,1513173997775,False,2559,30,0,84,6,8014,2669703562,9111,0,11,1041,0,17119,0,18,True,3020,2163,5,29448,6,0,438,0,3,3089,0,450,0,False,43594,3146,0,33,0,0,32823,0,,16350,0,0,0,28681,0,0,0,30252,10943,0,13,0,0,1245,10137,17013,8143,0,2,0,3100,8000,8100,0,21,0,13,2189,,4,0,NA1,0,1
7399,12,0,7658,10,False,False,42,False,9104,DUO,True,0,8014,1,3031,0,TOP,540,69674,0,0,1349,7399,0,0,7677,184,66,1144,1,8005,0,1513171944835,False,5471,10,0,107,2,8143,2669683528,8135,2,8,733,0,1860,569,11,True,1053,4,387,56525,5,780,307,0,2,1037,0,840,0,True,15605,3046,0,12,3340,0,6010,0,1,8275,0,0,0,6803,0,0,0,14840,12731,0,0,0,0,343,3677,9288,9111,0,0,16,1055,8100,8000,0,6,0,6,248,0,2,0,NA1,0,2
10152,8,0,3778,10,False,True,55,True,9104,DUO_CARRY,True,0,8014,4,3006,1036,MID,567,110211,0,0,1331,15599,12,1,6207,268,107,0,1,8005,0,1513170575577,False,1828,10,0,157,3,8143,2669682590,8135,2,2,1007,0,962,384,12,False,3031,5,588,102175,2,947,342,0,3,1038,0,840,0,False,12074,3046,0,23,3340,2,8316,0,1,9250,0,0,0,8296,0,0,0,19252,17817,0,0,0,0,613,2489,11579,9111,0,0,28,1055,8100,8000,0,14,0,3,472,0,6,0,NA1,0,4
984,12,0,10993,10,False,False,17,False,8429,SOLO,False,0,8444,0,3748,3083,TOP,0,152721,10,0,1530,1136,0,0,36435,340,183,931,5,8437,0,1513167907174,False,6600,68,0,98,1,8243,2669699799,8210,2,11,694,0,8833,0,17,False,3068,0,1554,109686,1,1410,1246,0,1,3047,0,420,0,False,28044,2420,0,44,3340,0,42463,0,2,11600,0,0,0,16119,0,0,0,22241,12455,0,0,0,0,13,3702,12035,8463,0,0,12,1054,8200,8400,0,6,0,3,952,0,6,0,NA1,0,0
5324,0,0,2089,10,True,False,43,False,9104,DUO,True,0,8014,3,3147,0,TOP,0,50509,0,0,847,5324,0,0,0,72,67,0,1,8005,0,1513142560532,False,1480,9,0,92,1,8143,2669514334,8135,1,2,580,0,0,274,9,False,1053,4,444,49029,5,573,551,0,2,0,0,840,0,False,6364,3142,0,20,3340,0,4302,0,1,7850,0,0,0,4275,0,0,0,12919,12919,0,0,0,0,417,1051,8240,9111,0,0,0,3158,8100,8000,0,9,0,2,0,0,8,0,NA1,0,2
6063,0,0,3447,10,False,False,59,False,9104,DUO_CARRY,True,0,8014,4,3006,0,TOP,629,85513,0,0,2014,6063,0,0,0,25,107,0,1,8005,0,1513141109515,False,0,8,0,498,3,8139,2669496754,8135,0,2,593,0,0,803,11,False,3508,5,729,85513,4,1210,373,0,2,3086,0,840,0,False,7790,3031,0,18,3340,0,2984,0,1,9600,0,0,0,4343,0,0,0,24589,24589,0,0,0,0,611,1797,10175,9111,0,0,0,1055,8100,8000,0,13,0,2,0,0,6,0,NA1,0,3
3369,12,0,3283,10,False,False,57,True,9104,DUO,True,0,8014,4,3006,0,TOP,757,76783,0,0,1359,3369,0,1,4895,197,62,0,1,8005,0,1513139142847,False,4879,6,0,107,3,8143,2669459392,8135,0,14,1441,0,1721,464,10,False,1038,5,814,67008,1,894,604,0,3,1053,0,840,0,True,11129,3031,0,15,3340,0,4747,0,0,7200,0,0,0,7846,0,0,0,28557,26284,0,0,0,0,525,3613,10300,9111,0,0,12,1055,8100,8000,0,16,0,2,552,0,9,0,NA1,0,0
5390,12,0,3238,10,True,False,43,False,9104,DUO,True,0,8014,0,3147,0,TOP,0,47967,0,0,755,5390,4,0,0,70,39,0,1,8005,0,1513137965712,False,0,8,0,92,2,8143,2669462107,8135,0,13,1027,0,0,335,9,True,3133,4,462,47967,5,420,426,0,1,0,0,840,0,True,7713,3142,0,26,3340,0,5411,0,0,7950,0,0,0,4474,0,0,0,14462,14462,0,0,0,0,643,1600,8930,9111,0,0,20,3158,8100,8000,0,10,0,3,0,0,5,0,NA1,0,2
6687,0,0,3688,10,False,False,0,False,8234,SOLO,False,0,8236,0,3022,1057,TOP,0,102080,0,0,764,6687,0,0,55447,942,153,470,0,8214,0,1513110130381,False,3830,18,0,17,0,8014,2669089403,9105,10,3,15,0,5979,0,14,False,3083,23,14,42803,9,0,443,0,1,2053,0,420,0,False,15937,3047,0,21,3340,0,9802,0,5,9170,0,0,0,11778,0,0,0,8812,2833,0,0,0,0,131,0,9509,8243,0,0,4,1054,8000,8200,0,2,0,5,0,1,0,0,NA1,44,2
833,,0,15992,10,False,False,11,True,9104,NONE,True,0,8014,2,3006,1053,MID,548,56190,0,0,794,833,,0,2267,175,56,562,1,8005,0,1513100040166,False,1321,7,0,157,2,8143,2669038577,8135,0,17,1034,0,1081,339,17,True,3031,5,600,52601,7,455,313,0,2,3046,0,450,0,False,24539,3153,0,29,0,0,19154,0,,12500,0,0,0,7984,0,0,0,17418,15340,0,9,0,0,449,1912,13108,9111,0,2,0,3184,8100,8000,0,7,0,11,996,,3,0,NA1,0,0
399,2,0,8789,10,False,False,0,False,8210,NONE,False,0,8237,1,3020,3801,MID,0,122738,0,0,1673,399,0,0,79551,661,148,2110,1,8214,0,1513091827136,False,9457,0,0,17,1,9111,2669017208,8014,0,3,15,0,21292,0,15,False,3151,731,753,33730,1,0,492,0,2,3022,0,470,0,True,25298,3101,0,44,3348,0,8919,0,,10400,0,0,0,14397,0,0,0,26796,3665,0,0,0,0,780,776,11065,8243,0,0,2,3067,8000,8200,0,8,0,8,1837,,3,0,NA1,0,0
301,0,0,4420,10,False,False,15,False,8429,DUO,False,0,8444,0,2049,0,BOTTOM,0,26403,12,0,823,301,0,0,14296,97,49,297,4,8465,0,1513089461657,False,412,61,0,412,0,8243,2668997167,8210,15,2,120,0,2976,0,12,False,3024,0,780,11695,4,0,388,0,1,3105,0,440,0,False,15948,3401,0,19,3341,0,14281,0,8,6125,0,0,0,11231,0,0,1,4453,1064,0,0,0,0,15,1886,6362,8463,0,0,0,3117,8200,8400,0,1,0,6,412,0,0,0,NA1,0,0
1004,,0,13395,10,False,False,0,False,8210,NONE,True,0,8237,0,3111,1028,MID,0,23811,0,0,969,1004,,0,17973,700,18,533,5,8214,0,1513033471156,False,0,0,0,1,0,9111,2668348290,8014,0,22,15,0,9196,0,16,True,3065,394,502,5837,2,0,311,0,1,3751,0,450,0,False,16675,1031,0,16,2052,0,13045,0,,8850,0,0,0,2746,0,0,0,10674,1477,0,0,0,0,1528,3691,10396,8243,0,1,0,3110,8000,8200,0,5,0,6,0,,0,0,NA1,0,0
1971,,0,14142,10,False,True,55,True,9104,NONE,True,0,8014,4,3006,1036,MID,659,117770,0,0,3427,1971,,2,28387,87,88,392,1,8005,0,1513011789524,False,3565,8,0,18,6,8143,2668208445,8135,0,12,1276,0,7151,1322,18,False,3087,5,1326,85818,2,2105,421,0,3,3046,0,450,0,False,28316,3031,0,8,2052,1,12329,0,,15150,0,0,0,13781,0,0,0,38292,30730,0,12,0,0,342,3865,16077,9111,0,0,0,3072,8100,8000,0,21,0,9,410,,5,0,NA1,0,0
7190,4,0,16155,10,False,False,0,False,8234,SOLO,True,0,8236,0,3065,3083,TOP,5,180858,0,0,2253,11594,4,0,120253,1003,225,2398,1,8214,0,1513007396874,False,6820,20,0,17,1,8444,2668203968,8435,8,12,15,0,28056,0,18,False,3111,4,48,53782,2,0,779,0,1,3151,0,420,0,False,40578,2033,0,50,3340,1,33951,0,4,13750,0,0,0,22024,0,0,0,33854,5596,0,0,0,0,1729,130,15338,8243,0,0,17,3075,8400,8200,0,5,0,6,202,0,2,0,NA1,0,1
56,68,0,4757,10,False,,0,False,8138,NONE,False,0,8105,0,3111,0,JUNGLE,218,91581,0,0,612,56,0,0,17818,75,31,388,1,8112,0,1513005593240,False,5323,1,0,107,0,8014,2668212263,9111,0,0,221,0,598,0,12,,3155,43,2,68439,5,0,572,0,1,1036,0,470,0,False,19096,2031,0,2,3348,0,9338,0,,5525,0,0,0,13950,0,0,0,4288,3256,0,0,0,0,58,9086,6386,8143,0,0,68,1400,8000,8100,0,1,0,3,433,,0,0,NA1,0,0
5263,0,0,2841,10,False,False,17,False,9104,DUO_CARRY,True,0,8014,2,3111,0,TOP,0,68058,0,0,2190,5263,4,0,289,168,77,2000,1,8005,0,1512966049984,False,5487,9,0,164,1,8143,2668044688,8135,1,8,769,0,289,799,11,True,0,5,679,62280,2,1390,0,0,2,3101,0,840,0,False,11146,3074,0,15,3340,0,6599,0,1,6200,0,0,0,6305,0,0,0,19783,18807,0,0,0,0,426,2030,8864,9111,0,0,4,1055,8100,8000,0,14,0,0,685,0,14,0,NA1,0,3
4090,0,1,4287,10,False,False,0,False,8138,DUO_CARRY,True,0,8105,2,3031,0,TOP,319,70021,0,0,779,4090,5,1,6336,125,91,0,1,8112,0,1512964210483,False,754,18,0,107,2,9105,2668017389,8014,1,4,459,0,1529,0,11,False,0,421,5,62930,2,0,839,0,4,0,0,840,0,False,9712,3074,0,4,3340,0,4203,0,1,8150,0,0,0,5425,0,0,0,14329,12443,0,0,0,0,12,1429,7978,8143,0,0,8,1055,8000,8100,0,8,27,2,356,0,4,0,NA1,0,1
0,71,0,11469,10,False,False,39,False,9104,NONE,False,0,8014,0,3142,0,JUNGLE,29,132211,0,0,932,0,0,0,20816,124,50,733,1,8005,0,1512939075732,False,8831,19,0,107,0,8143,2667743441,8135,0,6,232,0,1936,180,15,False,3147,4,351,102564,3,751,569,0,1,3111,0,470,0,False,33541,2031,0,13,3348,0,16778,0,,9675,0,0,0,21338,0,0,0,14889,12097,0,0,0,0,660,12892,9871,9111,0,0,71,1400,8100,8000,0,2,0,9,856,,0,0,NA1,0,0
938,,0,16811,10,False,False,9,False,9104,NONE,False,0,8014,0,3111,1036,MID,0,59260,0,0,2052,938,,0,1044,79,36,1326,1,8005,0,1512932951861,False,3021,7,0,164,6,8143,2667665839,8135,0,12,2419,0,1044,580,17,False,3078,5,766,55195,10,1471,177,0,1,3156,0,450,0,False,34053,3748,0,24,2052,0,35015,0,,13033,0,0,0,15915,0,0,0,25717,22567,0,14,0,0,913,5155,13414,9111,0,0,0,3184,8100,8000,0,15,0,12,2105,,2,0,NA1,0,0
1009,,0,1129,10,False,True,37,True,9104,NONE,True,0,8014,2,3006,1038,MID,514,42827,0,0,1242,1009,,1,2973,37,31,1225,1,8005,0,1512931835569,False,685,4,0,157,3,8138,2667681782,8143,0,19,1622,0,1617,485,14,False,3031,489,751,39169,2,757,219,0,3,1053,0,450,0,False,13643,3046,0,16,2052,1,9926,0,,10400,0,0,0,11289,0,0,0,18697,16445,0,8,0,0,18,1608,10879,9111,0,0,0,3184,8100,8000,0,13,0,5,635,,4,0,NA1,0,0
3649,83,0,33900,10,False,False,0,False,8138,SOLO,True,0,8105,0,3142,3111,MID,418,242265,0,0,2583,4876,2,0,42813,219,128,1632,1,8112,0,1512927401655,False,12590,18,0,107,2,9105,2667650802,8014,0,11,883,0,6819,0,18,True,3156,1187,5,186862,3,0,1537,0,1,3065,0,470,0,False,59107,3194,0,30,3348,0,71550,0,,15625,0,0,0,23575,0,0,0,42190,32461,0,0,0,0,13,20696,17495,8143,0,0,86,1400,8000,8100,0,12,35,5,2910,,8,0,NA1,0,2
1869,,0,7869,10,False,False,27,True,9104,NONE,False,0,8014,0,3047,0,MID,602,29702,0,0,653,1869,,0,0,7,35,751,1,8005,0,1512925435430,False,1975,8,0,240,2,8135,2667607875,8138,0,13,1428,0,0,298,14,False,3812,18,222,27727,3,354,185,0,1,1028,0,450,0,False,18437,3031,0,0,2052,0,11642,0,,9500,0,0,0,9816,0,0,0,7029,6674,0,8,0,0,5,2374,10025,9111,0,1,0,3184,8100,8000,0,4,0,6,355,,2,0,NA1,0,1
852,73,0,13289,10,False,False,0,False,8138,NONE,False,0,8105,0,3047,3067,JUNGLE,403,163785,0,0,1273,7066,5,0,26358,674,110,762,1,8112,0,1512920022869,False,9830,18,0,107,2,8243,2667598347,8210,8,6,516,0,2217,0,16,False,3071,36,4,127596,4,0,1033,0,1,3071,0,420,0,False,32919,3044,0,7,3340,0,19435,0,3,11925,0,0,0,18867,0,0,0,13453,10869,0,0,0,0,15,11548,12782,8143,0,0,102,1412,8200,8100,0,8,0,4,366,1,5,0,NA1,0,0
66,,0,9689,10,False,False,51,False,9104,NONE,False,0,8014,2,3812,0,MID,653,33944,0,0,672,66,,0,531,227,27,1511,1,8005,0,1512865697590,False,565,8,0,48,3,8135,2666914629,8138,0,9,687,0,531,171,13,False,1001,18,442,32847,9,501,206,0,2,0,0,450,0,False,20996,3046,0,19,2052,0,10502,0,,9900,0,0,0,9796,0,0,0,9860,9008,0,7,0,0,5,5109,10082,9111,0,0,0,3031,8100,8000,0,10,0,9,320,,2,0,NA1,0,0
